NO;LOKASYON;TARİH;KULLANILAN  ARAÇ;BİLGİ; KOOORDİNAT;OSMANLI TOPRAĞI OLAN YERLER;;;;;;;;;;;;;;;;
98;Belgrad;16.06.1885;Vapur;Tuna nehrine hakim bir tepeye kurulan Belgrad oldukça iyi korunuyor. Yüzyıllarca Türkler ve Hıristiyanlar arasında kalan tartışmalı bir ülkenin önemli bir sınır noktası olduğu için savaşın izlerini taşıyan eski ve dayanaklı bir şehir. Diplomatik satranç tahtası ya da daha kötüsü orduların ve hükümdarların futbol oyununda gıptayla bakılan, kazanılacak veya kaybedilecek bir ödül oldu. Osmanlı Türkleri Hıristiyanlığın ve medeniyetin tomurcuklandığı Avrupa'nın bu en güzel kısmındaki güneydoğu ufuklarında ancak el büyüklüğünde kara bir bulut gibi görünmeden önce Belgrad önemli bir roma kalesiydi. Bugün ulusal müzesi ve antikacı dükkanları zaman zaman kalenin içinde ve koruması altındaki yakın çevrede yapılan kazılarda çıkartılan Bizans antikaları açısından zengindir. Belgrad'daki her çeşit eski para ve kalıntı aslında öylesine çok ki antikacı dükkanının penceresindeki koleksiyona bakarken dükkan sahibi dışarı çıkıyor ve içeri girip diğer parçalara daha yakından bakmam için yem niteliğinde bir avuç bakır Bizans parası gösteriyor. Ünlü Berlin anlaşmasıyla Sırplar tam bağımsızlıklarını kazandı ve sultana vergi ödeyen ülkeleri, başında hiç kimseye bağlı olmayan Sırp kralının bulunduğu bağımsız bir krallığa dönüştü. İnsanlar bu değişikliğe karşı olan derin saygılarını halen birçok küçük yolla gösteriyor. Resim galerilerini Sırp kahramanlarının resimleri, savaş bayrakları ve tarihlerinin diğer hatıralarıyla doldurmanın yanı sıra hakim İslam gücünün buradan ayrılmasıyla ilgili duygularını göstermek için önde gelen bir Türk camisini bir otele çevirmişler. Sırp başkentindeki önemli kalıntılardan biri, düşman ordusu şehrin nehirle bağlantısını kestiği zaman şehre su sağlamak için kalenin bulunduğu tepeden Tuna'nın seviyesinin altına kadar kazılan eski bir Roma kuyusudur. Çevresi 12 metre, derinliği ise 75 metre civarında olan tuğladan, dışında tabanından tepesine kadar gövdenin etrafında yılan gibi kıvrılan taştan bir merdiveni bulunan kocaman bir yapıdır. Duvardaki 2 metre yükseklik, 1 met-re genişlikteki delikler aşağı inerken tüm yol boyunca görülüyor. Perişan kılıklı rehberimizi kırık bir fenerdeki zayıf ışıkla aşağıdaki rutubet ve karanlığın içine doğru takip ederken bu karanlık, sulu derinliklere giden deliklerin Belgrad’ın acıklı tarihindeki birçok insanın gizemli yok oluşunda hiç şüphesiz sorumluluğu olduğunu düşünmekten kendimi alamıyorum. ;44.81254413392139,20.46122366592089;Evet;;;;;;;;;;;;;;;;
99;Semendria;19.06.1885;Bisiklet;Kaptanla birer bardak veda şarabı içerken Amerikalılara hayran olan Semendria'daki hancı kısa kurşun kalemle notlarımı yazdığımı görüyor. Bir dakikalığına içeri gittikten sonra Sırbistan ulusal renklerindeki ipek bir şeride bağlı geçmeli bir kalemlikle geri dönüp boynuma asıyor ve dünyayı dolaşırken takmamı, böylece yolculuğum bittikten sonra bazen Sırbistan'ı düşünmemi istiyor.;44.661994389498375,20.930236453492828;Evet;;;;;;;;;;;;;;;;
100;Morava Vadisi;19.06.1885;Bisiklet;Morava vadisi boyunca yollar Sırbistan'da bulmayı umduğumdan çok daha iyi devam ediyor. Sık çam ormanlarıyla kaplı, bazen oldukça yüksek zirvelere ulaşan Resara dağları hızla ilerlediğimiz vadinin sağ tarafını sınırlıyor. Güneş geride kalan dağların arkasında batıyor. Akşam karanlığından sonra yeni aydan gelen zayıf ışık haricinde hava tamamen kararıyor ve varış yerimiz birkaç kilometre uzakta beliriyor.;44.20422343735846,21.158571290178813;Evet;;;;;;;;;;;;;;;;
101;Jagodina;19.06.1885;Bisiklet;Jagodina’dan ertesi sabah 05.30’da yola çıkıyoruz. Yollar bazı yerlerde kumla biraz ağırlaşıyor, ama onun dışında tam bir bisikletlinin istediği gibi;43.98345970736332,21.258244092701748;Evet;;;;;;;;;;;;;;;;
102;Deligrad Köyü;20.06.1885;Bisiklet;Türklerle Sırpların 1876ʼda savaştıkları savaş meydanıyla aynı adı taşıyan Delegrad'dan geçiyoruz. Delegrad'ın yukarısındaki savaşın izlerini taşıyan tepeler, buralarda en güzel halini alan ve tüm güzelliğini gösterebilmek için yeterince geniş olan aşağı Morava vadisinin muhteşem manzarasına hakimdir. Sırplar buradaki Delegrad savaşını kazandı. Tepelerden güneye doğru uzanan ihtişamlı görüntüye bakmak için dururken bana öyle geliyor ki komutanlarının, işgalcileri Sırbistan'ın mücevheri durumundaki Morava vadisinin tüm güzelliğiyle önünde uzandığı bir noktada karşılaması gerçekten zekicedir. Böylece kendi birliklerinin vatansever duygularını vadinin güzelliğiyle ayağa kaldırmıştır. Çok sevdikleri ülkelerinin en güzel yeri önlerinde bir resim gibi uzanırken kazanmaktan başka bir şey yapmaları da zaten beklenemezdi. Türklerden ele geçirilen büyük bir top, Sırp cesaretinin sessiz ama etkili bir tanığı olarak yol kenarındaki arabasının üzerinde duruyor.;43.61578561720431,21.58561131730796;Evet;;;;;;;;;;;;;;;;
103;Alexinatz;20.06.1885;Bisiklet;Birkaç mil sonra yemek için Sırpların bağımsızlık mücadelesi sırasında en büyük savaşlardan birinin yapıldığı eski Sırp sınırının yakınındaki Alexinatz kasabasında duruyoruz. Bu sefer kazanan taraf Türklerdi. 15.000 Sırp ve 3.000 Rus askerinin öldüğü savaşın ardından Alexinatz kasabası kül oldu. Ruslar savaşta ölen arkadaşlarının anısına kasabaya bakan tepeye granit bir anıt diktiler. ;43.54050855878546,21.708990457419148;Evet;;;;;;;;;;;;;;;;
104;Niş;20.06.1885;Bisiklet;Niş tamamıyla Doğulu bir şehir gibi görünüyor ve burada ilk kez yüzleri beyaz yaşmaklarla (gözleri açıkta bırakan ince yüz örtüsü) örtülü Türk kadınlarını görüyorum. ;43.3209250521561,21.895409455102364;Evet;;;;;;;;;;;;;;;;
105;Bela Palanka;21.06.1885;Bisiklet;Bela Palanka'da geçirdiğim Pazar günü Doğulu bir köyün yaşamamak için muhteşem bir yer olduğu konusunda beni ikna ediyor. Kuru havalarda bile yeterince rahatsız edici, ama bugün çamurlu sokaklarda yürüyen zavallı görünüşlü köylüler, domuzlar, ördekler, kazlar, tavuklar ve köpekler kargaşa içinde bir araya gelmiş gibi. Doğulu köylünün elbisesi bakan kişinin zevkine göre portrelik veyahut değil. Elbisenin üstü olarak kırmızı fes veya türban ve genişliği 50 santimetreyi bulana kadar belin etrafına kat kat dolanan kırmızı kuşak herkes için yeterince etkileyici…  Bela Palankalı genç kızlar yaşmak yerine yüzü kısmen kapatan bir başlık takmalarına rağmen, bütün çabalarıyla hayattaki tek hedefleri sanki tüm dünyanın gözünde görgü kurallarına uyuyormuş gibi görünmek olan bir izlenim veriyor. Sokaklarda sağa sola bakmadan, birbirleriyle konuşmak için durmadan ve erkeklere hiçbir şekilde dikkat etmeden çok tedbirli yürüyorlar.;43.21766765528665,22.311724502514522;Evet;;;;;;;;;;;;;;;;
106;Pirot;22.06.1885;Bisiklet;Bela Palanka ile Pirot arasındaki tepelerin zirvesine ulaştıktan sonra ilerideki vadiye inen yol iyileşiyor. Sırp yetkililerce pasaportumun incelendiği ve 20 kilometre güneyde geçeceğim Sırp-Bulgar sınırı için vize işlemlerinin tamamlandığı Pirot'a kadar hızla gidiyorum. Pirot oldukça büyük ve önemli bir kasaba ve benim gidişimle Pirot sakinleri uzun zamandır yaşamadıkları kadar büyük bir heyecan yaşıyor. Otelde ekmeğin yanında kahvemi içerken ana cadde bayramyeri gibi kalabalıklaşıyor. Yetişkin insanların yüzleri ben otelden çıktığım zaman görmeyi umdukları şeyin keyifli tahminiyle etraflarındaki perişan kılıklı gençlerin yıkanmamış yüzleri kadar parlıyor.;43.15705473677538,22.583985832400735;Evet;;;;;;;;;;;;;;;;
107;Zaribrod;22.06.1885;Bisiklet;Saat 10 civarında Bulgar sınırındaki Zaribrod köyüne ulaşınca tekrar durduruluyorum… Zaribrod'daki Bulgarlar yabani, evcilleştirilmemiş ve kendilerine çok fazla hakim değil. Ben göründüğüm zaman hevesli beklentinin sessizliği kalabalığı kaplıyor ve seleye oturup Bulgaristan'ın iç kısımlarına doğru giderken 300 kişiden kendiliğinden çıkan sevinç çığlıklarına dönüşüyor… Sırbistan'daki yolculuğum çok zevkliydi ve kayda geçirmek durumunda olduğuma ben de şaşırsam da yollar şose olmamasına rağmen Fransa ve İngiltere haricinde Avrupa'daki herhangi bir ülkeyle aynı ortalamalardaydı. Ama hava yağmurlu olsa böyle bir avantaj biraz zor yakalanırdı. Sırp köylüsünün bendeki izlenimi çok iyi. Sevgi dolu, misafirperver, küçük ülkelerini seven ve kendi devletlerini kurma rüyasını yakın zamanda gerçekleştirdikleri için bağımsızlığın kıymetini bilen vatansever insanlar. Köprülerin ve devlet binalarının ahşap işlerini bile ulusal renklerinde boyuyorlar. Sırpların bağımsızlıklarını kazandıklarından beri çok geliştiklerini öğreniyorum.;43.018436983914484,22.781931093320697;Evet;;;;;;;;;;;;;;;;
108;Sofya;22.06.1885;Bisiklet;Öğleden sonra 4.30’da Bulgaristan’ın başkenti Sofya’ya giriyorum… yemekten sonra pazarda dolaşırken sokaklar, saray çevresi ve aslında bitkisel yağla aydınlatılan camilerin minareleri haricinde her yerin Bulgar başkentinde bilinmeyen Amerikan petrolü, kömürü ve benziniyle aydınlatıldığını fark ediyorum. Bu insanların yaptığı her yerde açık bir sistem eksikliği bulunuyor… Doğu'daki gerçek çalışan sınıfların çalışkanlığıyla şaşırıp kaldım ama uygulama ve yaratıcılıkta Doğu ne yazık ki yetersiz… Sofya’nın güneyindeki toprak ve kırılmamış, iri çakıl taşlarından yapılan yol berbat. Yıllardır onarım yapılmamış ve değişik mevsimlerdeki yağışlı havalarda sürekli olarak buradan geçen yük ve öküz arabaları toprağı alıp götürmüş.;43.01843765081877,22.781928435163042;-;;;;;;;;;;;;;;;;
109;Ichtiman;23.06.1885;Bisiklet;Rumeli vilayetindeki Ichtiman’a ulaşıyorum ve yine pasaportum isteniyor. Yakın zamana kadar tamamen “korkunç Türk” ün hakimiyeti altındaki topraklarda ilerliyorum. Büyük çoğunluğu dini olarak bir şey ifade etmese de Bulgarlar en azından Hristiyan;42.43770238809152,23.816278709851588;Evet;;;;;;;;;;;;;;;;
110;Meriç Vadisi;24.06.1885;Bisiklet;Ilık verimli Meriç vadisine öğle vakti ulaşıyorum ve buranın ortasında ciddi ciddi bir şose yol bulduğuma üzülmüyorum. Dağlarda şiddetli yağmur yağarken burada küçük çaplı bir sel yaşanmış ve yol bitişik tepelerden gelen çamur ve kumla kaplanmış. Bulgaristan’ın tarım yapılan yüksek kesimlerinde buğday tarlaları hala yeşilken daha ılık Meriç vadisinde hasat çoktan başlamış. Rumeli köylülerinin oluşturduğu gruplar fırtınanın zarar verdiği tarlalardaki ürünlerini kurtarmak için gayretle çalışıyorlar. Bu düz vadi yolu önümde birkaç kilometre uzanırken bir düzine minare yükseliyor. ;40.73590819174408,26.088829952141495;-;;;;;;;;;;;;;;;;
111;Tatar Pazardjik;24.06.1885;Bisiklet;Burası Doğu şehirlerinin canlı olduğu anlamında oldukça canlı bir şehir. Bu da pazardaki ürün çeşidinin bolluğu ve rengarenk kalabalıkların olduğu anlamına geliyor. Fırtına çıkınca bir süre burada kalıyorum ve sonun-da güneye doğru yağmur ihtimaline rağmen yola çıkıyorum. Tatar Pazardjik'in hemen dışında, Meriç nehrinin kıyısında pek çok çingene köyü kurulmuş. Güneşte yanmış, yarı çıplak çocuklar vahşi bir şekilde bana taş atıyor ve aç görünümlü birkaç köpek tehdit eden havlamalarla bir süre beni kovalıyor. Doğudaki köpekler tek bir cins gibi görünüyor. O da alışık olduğumuz ruh ve cesaretten eser olmayan gerçek melezler.;42.19277006626567,24.333567364571003;Evet;;;;;;;;;;;;;;;;
112;Philippopolis;25.06.1885;Bisiklet;"Philippopolis kayalık tepelerin toplandığı bir noktada, portrelik hoş bir etki bırakan ağaçlarla kaplı bu tepelerin üzerinde ve etrafında çok güzel konumlandırılmış bir şehir. Yeşilliklerin arasındaki gökyüzünü işaret eden ince minarelerle manzara tamamıyla ""Doğu"", ama tüm Doğu şehirleri gibi ""mesafe manzaraya büyü katıyor"". Meriç vadisi boyunca ve engebeli Edirne vadisinde doğuya ve güneye doğru sayıları daha az olsa da tarih öncesinden kalma yükseklikleri 7,5 ile 8 metre arasında değişen ve çapı da aynı oranlarda olan pek çok höyük bulunuyor. Bazen gruplar halinde bazen tek başına bulunan bu höyükler o kadar sık bulunur ki tek seferde bir düzine sayıldığı zamanlar bile olur. Philippopolis çevresinde birkaç tanesi kazılıp ortaya çıkartılmış. Kaba çömlekten yapılmış geniş taş plakaların altında uzanan, ters çevrilmiş V, yani A şeklinde yerleştirilmiş insan kalıntıları vücutların korunması için açıkça sınırlandırılmış. Manzaradaki bir başka özellik ve hüzünlü yönüyle gözlemci gezginin dikkatini çekmekte gecikmeyen yer de Müslüman mezarlıklarıdır. Her kasabanın dışında ve her köyün yakınında bir başında kabaca dikilmiş taşların göze çarptığı geniş alanlar var. Ölülerin şehirleri hemen yanı başındaki yaşayanlarınkinden çok daha kalabalıktır. Philippopolis yükseltilerinde durup etrafta değişmez kaderimizin hatırlatıcılarıyla yoğun bir şekilde beneklenmiş tepeler ve vadilere bakabilirsiniz… Bana söylendiğine göre Philippopolis Türklerden Hristiyanlara geçtiğinden beri çok gelişmiş, Hristiyanlık sadece İslam üzerinde zafer kazanmamış, ayrıca etkisi sokakların durumunu ve görüntüsünü de hızla değiştiriyor.";42.13541308830345,24.745280966394443;Evet;;;;;;;;;;;;;;;;
113;Svilengrad;26.06.1885;Bisiklet;"Mustafa Paşa geldiğim ilk önemli Türk köyü ve burada yine çok lazım ""pasaportum"" inceleniyor, ama Mustafa Paşa'daki polis memurları olağanüstü akıllı ve oldukça iyi insanlar gibi görünüyor. Tabancam her zamanki yerinde açıkça görülebiliyor, ama ne dikkat ediyorlar ne de nereye gittiğim, nereden geldiğim gibi dil bilgimi ölçen saçma sapan sorular soruyorlar. Sanki incelenmesinin bir önemi yokmuş gibi sadece pasaportuma göz atıp elimi sıkıyor ve bisiklete binerken görmek istediklerini söylüyorlar. Mustafa Paşa'dan ayrıldıktan hemen sonra yağmur başlıyor ve yolun altındaki uygun bir kanala saklanmak zorunda kalıyorum.";41.7683963327467,26.197305053225776;Evet;;;;;;;;;;;;;;;;
114;Edirne;27.06.1885;Bisiklet;Ertesi sabah çok güzel yollarda birkaç mil gittikten sonra Edirne’ye ulaşıyorum… Edirne’de yolum Meriç vadisinden ayrılıyor. Engebeli Edirne ovasının dalgalı arazilerinde, büyük kısmı bozuk olan yollarda ilerlemeye devam ediyorum. Saat öğleyi biraz geçerken Hafsa köyüne ulaştığımda kalabalık bir türbanlı ve fesli Hafsalı grubu ile mavi üniformalı Türk askerleri tarafından karşılanıyorum… Edirne ovası küçük çayların ve onları bitişiğindeki tarım arazilerinin bulunduğu korkutucu büyüklükte dalgalı bir otlak yeri. ;41.67713188069204,26.55570779957509;Evet;;;;;;;;;;;;;;;;
115;Babaeski;27.06.1885;Bisiklet;Eski Baba'da önemli oranda yerli Hristiyan olsa da bu akşam sokakta tek bir kadın yok. Ertesi günkü gözlemlerimden buranın kadınların geleneksel kuralcılıkla örtünmelerinin yanı sıra nadiren dışarı çıktıkları ve gayrimüslim kadınların da hakin sınıftan etkilenerek kendilerini arka planda tuttukları tutucu bir Müslüman köyü olduğu sonucuna varıyorum… Türk köyünde bir Pazar günü deneyimi geçirmek daha cazip görünüyor. Erkekler ağırbaşlı bir şekilde meyhanenin banklarına oturmuş nargile içip küçük fincanlarındaki koyu, siyah kahvelerini yudumluyorlar.;41.431325745432844,27.09179351908109;Evet;;;;;;;;;;;;;;;;
116;Marmara Denizi;01.07.1885;Bisiklet;Artık güzel Marmara denizine yaklaşıyorum ve ertesi sabah yağmurun normalin tam tersine iyileştirdiği kumlu yollar buluyorum… Bir saat sonra sağ tarafta Marmara denizini ilk kez görünce çok mutlu olmaya başlıyorum… Kıyı, kum ve küçük deniz kabuklarından oluşuyor, dalgalar da kristal gibi berrak. ;40.79438731718476,28.044011177796165;Evet;;;;;;;;;;;;;;;;
117;Galata Köprüsü;02.07.1885;Bisiklet;Çok geçmeden Türk başkentinin dönemeçli sokaklarından İstanbul’u Galata ve Beyoğlu’na bağlayan köprüye doğru gidiyorum;41.02183524404932,28.97449616198179;Evet;;;;;;;;;;;;;;;;
118;İstanbul;02.07.1885;Bisiklet;Ertesi sabah İstanbul'a giden yolda, hayatta gördüğüm ilk deve katarıyla karşılaşıyorum. Sabahın griliğinde etraftaki tamamen Doğulu görüntüler arasında Asya yaşamına uygun bir giriş gibi görünüyor. Ruslar İstanbul'un kapılarına dayandığında Bekir Paşa tarafından yaptırılan siperlerin sınırından içeri saat 8'de geçi-yorum. Çok geçmeden Türk başkentinin dönemeçli sokaklarından İstanbul'u Galata ve Beyoğlu'na bağlayan köprüye doğru gidiyorum… Temmuz ve Ağustos’un sıcak dönemlerini rotamı şekillendirerek geçirmek istediğim için İstanbul’da kalmak istiyorum… Tarihinin yanı sıra coğrafi konumuyla İstanbul doğal olarak dünyanın en kozmopolit şehirleri arasında yerini alıyor ve yoğun yollarını dolduran kalabalıklar elbiselerinde kırışıklık olmayan kibar insanlardan Orta Asya devletlerinden en kaba şekilde yapılmış koyun postu giysileriyle gelen yarı vahşilere kadar her çeşit insana ev sahipliği yapıyor… İstanbul’un kaldırımları saçma denecek kadar dar… Türk bayanları yorgun ve tembel bir şekilde yürüyor. Kefen gibi örtüleri ise bu hiç de zarif olmayan görüntüyü kötüleştiriyor… ;41.00823741107361,28.97837205065755;Evet;;;;;;;;;;;;;;;;
